OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00365675,Field Msr/Obs,Water,,2020-07-15,10:30:00,EDT,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_04_17504,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,7.69,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00358795,Field Msr/Obs,Water,,2020-05-27,11:35:00,EDT,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_17686,Water samples not collected due to reduced sampling during COVID-19,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,6.53,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00355707,Field Msr/Obs,Water,,2020-03-11,15:10:00,EDT,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3934,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,11.19,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00369002,Field Msr/Obs,Water,,2020-08-17,10:45:00,EDT,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_17686,Sewage odor. Sewer line nearby. Lots of iron oxidizing bacteria present on stream bottom.,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,4.53,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00369889,Field Msr/Obs,Water,,2020-09-14,15:35:00,EDT,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_14_17715,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,7.06,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00373679,Field Msr/Obs,Water,,2020-11-16,11:30:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_04_17687,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,6.55,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00354571,Field Msr/Obs,Water,,2020-01-29,16:05:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_4342,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,10.75,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00355698,Field Msr/Obs,Water,,2020-03-23,13:30:00,EDT,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_17335,Water was high and muddy due to large amounts of rainfall throughout the day.,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,10.27,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00358481,Field Msr/Obs,Water,,2020-04-20,12:05:00,EDT,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3934,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.96,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00358769,Field Msr/Obs,Water,,2020-05-28,14:07:00,EDT,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_4342,No samples collected due to reduced sampling in response to COVID-19 pandemic,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,8.37,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00358743,Field Msr/Obs,Water,,2020-05-28,10:45:00,EDT,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_04_17687,No samples collected due to reduced sampling in response to COVID-19 pandemic,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,7.84,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00359322,Field Msr/Obs,Water,,2020-06-29,13:05:00,EDT,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_4198,Macrophytes have grown further into channel,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,8.12,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00355410,Field Msr/Obs,Water,,2020-02-24,11:35:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3960,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,10.31,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00373757,Field Msr/Obs,Water,,2020-11-05,12:25:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3891,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.54,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00374904,Field Msr/Obs,Water,,2020-12-14,15:15:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_4198,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,10.54,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00358485,Field Msr/Obs,Water,,2020-04-20,13:20:00,EDT,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_17578,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,8.59,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00359314,Field Msr/Obs,Water,,2020-06-04,12:35:00,EDT,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_17578,Large soft shell turtle swimming at site,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,7.18,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00358348,Field Msr/Obs,Water,,2020-04-27,11:35:00,EDT,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_14_17715,No samples collected due to reduced sampling during COVID,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.15,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00373779,Field Msr/Obs,Water,,2020-11-30,14:10:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3934,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.31,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00365680,Field Msr/Obs,Water,,2020-07-15,15:30:00,EDT,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_4342,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,7.65,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00354593,Quality Control Field Replicate Msr/Obs,Water,,2020-01-15,14:25:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_17335,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.82,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00355374,Field Msr/Obs,Water,,2020-02-04,14:00:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3891,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,10.63,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00354553,Field Msr/Obs,Water,,2020-01-16,13:45:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_17578,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,8.2,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00355350,Field Msr/Obs,Water,,2020-02-13,14:00:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_4198,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,10.72,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00354643,Field Msr/Obs,Water,,2020-01-15,14:15:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_17335,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.84,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00365672,Field Msr/Obs,Water,,2020-07-14,11:20:00,EDT,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3891,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,8.25,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00369790,Field Msr/Obs,Water,,2020-09-16,14:50:00,EDT,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_4198,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,7.89,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00374905,Field Msr/Obs,Water,,2020-12-14,15:45:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_4342,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.54,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00207125,Field Msr/Obs,Water,,2015-12-01,08:45:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_14_5147,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.14,mg/L,,Final,,Actual,,,,,,,,,,,,,4500-O-G,APHA,4500 O G ~ Total Dissolved Oxygen by Membrane Electrode Method,https://www.nemi.gov/methods/method_summary/9812/,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00201627,Field Msr/Obs,Water,,2015-03-18,13:25:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3891,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,10.24,mg/L,,Final,,Actual,,,,,,,,,,,,,4500-O-G,APHA,4500 O G ~ Total Dissolved Oxygen by Membrane Electrode Method,https://www.nemi.gov/methods/method_summary/9812/,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00201602,Field Msr/Obs,Water,,2015-03-10,13:35:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3891,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.09,mg/L,,Final,,Actual,,,,,,,,,,,,,4500-O-G,APHA,4500 O G ~ Total Dissolved Oxygen by Membrane Electrode Method,https://www.nemi.gov/methods/method_summary/9812/,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00206749,Field Msr/Obs,Water,,2015-12-14,15:00:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_4329,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,8.56,mg/L,,Final,,Actual,,,,,,,,,,,,,4500-O-G,APHA,4500 O G ~ Total Dissolved Oxygen by Membrane Electrode Method,https://www.nemi.gov/methods/method_summary/9812/,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00206738,Field Msr/Obs,Water,,2015-12-08,13:25:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3934,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,10.7,mg/L,,Final,,Actual,,,,,,,,,,,,,4500-O-G,APHA,4500 O G ~ Total Dissolved Oxygen by Membrane Electrode Method,https://www.nemi.gov/methods/method_summary/9812/,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00206736,Field Msr/Obs,Water,,2015-12-08,12:50:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3891,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,10.57,mg/L,,Final,,Actual,,,,,,,,,,,,,4500-O-G,APHA,4500 O G ~ Total Dissolved Oxygen by Membrane Electrode Method,https://www.nemi.gov/methods/method_summary/9812/,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00199464,Field Msr/Obs,Water,,2015-02-03,10:40:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_14_5147,ph strip measured 6 to 7…ph probe on Quanta not working,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,12.2,mg/L,,Final,,Actual,,,,,,,,,,,,,4500-O-G,APHA,4500 O G ~ Total Dissolved Oxygen by Membrane Electrode Method,https://www.nemi.gov/methods/method_summary/9812/,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00207126,Field Msr/Obs,Water,,2015-12-01,08:00:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_14_5148,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.01,mg/L,,Final,,Actual,,,,,,,,,,,,,4500-O-G,APHA,4500 O G ~ Total Dissolved Oxygen by Membrane Electrode Method,https://www.nemi.gov/methods/method_summary/9812/,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00212085,Field Msr/Obs,Water,,2015-12-08,14:15:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3945,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,10.09,mg/L,,Final,,Actual,,,,,,,,,,,,,4500-O-G,APHA,4500 O G ~ Total Dissolved Oxygen by Membrane Electrode Method,https://www.nemi.gov/methods/method_summary/9812/,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00212106,Field Msr/Obs,Water,,2015-12-17,15:45:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3960,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.09,mg/L,,Final,,Actual,,,,,,,,,,,,,4500-O-G,APHA,4500 O G ~ Total Dissolved Oxygen by Membrane Electrode Method,https://www.nemi.gov/methods/method_summary/9812/,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00201605,Field Msr/Obs,Water,,2015-03-10,14:55:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_4329,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,8.98,mg/L,,Final,,Actual,,,,,,,,,,,,,4500-O-G,APHA,4500 O G ~ Total Dissolved Oxygen by Membrane Electrode Method,https://www.nemi.gov/methods/method_summary/9812/,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00201409,Field Msr/Obs,Water,,2015-01-21,10:10:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_14_5147,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,11.83,mg/L,,Final,,Actual,,,,,,,,,,,,,4500-O-G,APHA,4500 O G ~ Total Dissolved Oxygen by Membrane Electrode Method,https://www.nemi.gov/methods/method_summary/9812/,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00199465,Field Msr/Obs,Water,,2015-02-03,10:10:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_14_5148,ph strip measured 5 to 6…ph probe on Quanta not working,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,12.15,mg/L,,Final,,Actual,,,,,,,,,,,,,4500-O-G,APHA,4500 O G ~ Total Dissolved Oxygen by Membrane Electrode Method,https://www.nemi.gov/methods/method_summary/9812/,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00212021,Field Msr/Obs,Water,,2015-12-03,13:50:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3891,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.52,mg/L,,Final,,Actual,,,,,,,,,,,,,4500-O-G,APHA,4500 O G ~ Total Dissolved Oxygen by Membrane Electrode Method,https://www.nemi.gov/methods/method_summary/9812/,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00201558,Field Msr/Obs,Water,,2015-03-10,14:25:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3934,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.82,mg/L,,Final,,Actual,,,,,,,,,,,,,4500-O-G,APHA,4500 O G ~ Total Dissolved Oxygen by Membrane Electrode Method,https://www.nemi.gov/methods/method_summary/9812/,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00201408,Field Msr/Obs,Water,,2015-01-15,11:10:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_14_5147,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,11.69,mg/L,,Final,,Actual,,,,,,,,,,,,,4500-O-G,APHA,4500 O G ~ Total Dissolved Oxygen by Membrane Electrode Method,https://www.nemi.gov/methods/method_summary/9812/,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00206675,Field Msr/Obs,Water,,2015-12-03,13:50:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3891,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.52,mg/L,,Final,,Actual,,,,,,,,,,,,,4500-O-G,APHA,4500 O G ~ Total Dissolved Oxygen by Membrane Electrode Method,https://www.nemi.gov/methods/method_summary/9812/,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00212081,Field Msr/Obs,Water,,2015-12-08,12:50:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3891,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,10.57,mg/L,,Final,,Actual,,,,,,,,,,,,,4500-O-G,APHA,4500 O G ~ Total Dissolved Oxygen by Membrane Electrode Method,https://www.nemi.gov/methods/method_summary/9812/,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00199463,Field Msr/Obs,Water,,2015-02-03,11:10:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_14_4565,ph strip measured 6 to 7…ph probe on Quanta not working,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,11.56,mg/L,,Final,,Actual,,,,,,,,,,,,,4500-O-G,APHA,4500 O G ~ Total Dissolved Oxygen by Membrane Electrode Method,https://www.nemi.gov/methods/method_summary/9812/,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00201632,Field Msr/Obs,Water,,2015-03-18,16:15:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3960,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.04,mg/L,,Final,,Actual,,,,,,,,,,,,,4500-O-G,APHA,4500 O G ~ Total Dissolved Oxygen by Membrane Electrode Method,https://www.nemi.gov/methods/method_summary/9812/,,,,,,,,STORET
